id,Business Unit,Job Family,Job Title,description,cost,Status,is_deleted,created_date,modified_date
990,Logistics,Warehousing,GENERAL MANAGER: WAREHOUSE,"To assume ultimate accountability for a large warehouse facility and to develop and optimise the business practices required to ensure the effective and efficient control of inbound or outbound logistics, accurate quality and quantity of inventory, reduced risk, client satisfaction and compliance to relevant policy and regulatory requirements.",3800,,,,
991,Logistics,Warehousing,GENERAL MANAGER: WAREHOUSE (REGIONAL),"To assume ultimate accountability for multiple warehouse facilities in a geographical region and to develop and optimise the business practices required to ensure the effective and efficient control of inbound or outbound logistics, accurate quality and quantity of inventory, reduced risk, client satisfaction and compliance to relevant policy and regulatory requirements.",3800,,,,
992,Logistics,Technical,GENERAL MANAGER: WASHBAY,"To develop and optimise the practices related to washbay service delivery, promoting the company brand, ensuring effective service delivery and client satisfaction.",3800,,,,
993,Logistics,Strategic Planning and Administration,"GENERAL WORKER: GARDENING, CLEANING & MAINTENANCE (NBCRFI)","To provide gardening, cleaning and basic maintenance services services at a business premises, contributing health & safety and the general appearance of a business premises.",2500,,,,
994,Logistics,Strategic Planning and Administration,GENERAL WORKER: OFFICE (TEA / CLEANING) (NBCRFI),"To prepare and serve food and beverages for staff and visitors, as well as provide cleaning services at a business premises, contributing to a safe and healthy work environment, effective service delivery and client satisfaction.",2500,,,,
995,Logistics,Strategic Planning and Administration,GENERAL WORKER: REPAIR SHOP (NBCRFI),"To assist an artisan by doing manual and physical tasks which may include carrying tools, cleaning parts, cleaning the work area, packing away tools and helping where needed.",2500,,,,
996,Logistics,Logistics,GENERAL WORKER: WAREHOUSE / TRANSPORT OPERATIONS (NBCRFI),To perform the duties as prescribed in the collective agreement of the relevant Bargaining Council.,2500,,,,
997,Logistics,Human Capital,GRADUATE,"To obtain workplace experience through training, exposure and performing allocated work in a business environment with the aim of developing and preparing for a possible specialist and/or management job.",2500,,,,
998,Logistics,Marketing and Communications,GRAPHIC DESIGNER,"***ReviewTo perform graphic design, also known as communication design, is the art and practice of planning and projecting ideas and experiences with visual and textual content. The form of the communication can be physical or virtual, and may include images, words, or graphic forms.",2500,,,,
999,Logistics,Technical,HANDYMAN,"To perform general maintenance activities at business premises, contributing to health and safety compliance and promoting the image of the company.",2500,,,,
1000,Logistics,Warehousing,INSPECTOR: LOADING,"To check the loading of stock onto vehicles according to the required quantity, quality and productivity requirements, contributing to the on-time and in-full delivery of client loads.",2500,,,,
1001,Logistics,Human Capital,INTERN,"To obtain workplace experience through training, exposure and performing allocated work in a business environment with the aim of developing and preparing for a possible administrative or clerical job.",2500,,,,
1002,Logistics,"Legal, Risk and Compliance",INVESTIGATOR: REACTION AND RECOVERY,"To prevent loss by responding to, reporting on and investigating criminal activities, reducing operational and financial risk.",2500,,,,
1003,Logistics,"Legal, Risk and Compliance",INVESTIGATOR: REACTION AND RECOVERY (HEAD),"To manage the processes and teams that prevent loss by responding to, investigating and reporting on criminal activities, reducing operational and financial risk.",2500,,,,
1004,Logistics,Warehousing,INVESTIGATOR: STOCK,"To investigate and report on risk, as well as stock loss, contributing to reduced risk and effective warehouse service delivery.",2500,,,,
1005,Logistics,"Legal, Risk and Compliance",INVESTIGATOR: TRANSPORTATION LOSS,"To process and investigate loss of stock that occurred transportation, contributing to reduced risk, improved client satisfaction and adherence to compliance requirements.",2500,,,,
1006,Logistics,Business Solutions,LEAD: LOGISTICS PROVIDER,"To grow the business and reduce risk through the design, implementation and management of an integrated logistics solution for clients.",3800,,,,
1007,Logistics,Human Capital,LEARNER,"To obtain workplace experience through formal training, exposure and performing allocated work in a business environment with the aim of developing and preparing for basic operational jobs.",2500,,,,
1008,Logistics,"Legal, Risk and Compliance",LEGAL COUNCIL,To mitigate legal and business risk through the provision of legal advice on low risk commercial activities.,2500,,,,
1009,Logistics,"Legal, Risk and Compliance",LEGAL COUNCIL (JNR),To mitigate legal and business risk through the provision of legal advice and input on medium risk commercial activities.,2500,,,,
1010,Logistics,"Legal, Risk and Compliance",LEGAL COUNCIL (SNR),To mitigate legal and business risk through the provision of legal advice and input on medium risk commercial activities.,3800,,,,
1011,Logistics,Transportation,LOADER OPERATOR (GRADE 1) (NBCRFI),"To operate a power driven, front-end loader exceeding 6000kg, used in the loading, shifting and unloading of soil, sand, stones, gravel, or any other raw materials, goods or containers.",2500,,,,
1012,Logistics,Transportation,LOADER OPERATOR (GRADE II) (NBCRFI),"To operate a power driven, front-end loader with a lifting capacity not exceeding 6000kg, used in the loading, shifting and unloading of soil, sand, stones, gravel, or any other raw materials, goods or containers.",2500,,,,
1013,Logistics,"Business Development, Sales and Customer Service",MANAGER: ACCOUNT,"To manage the processes and resources that improve, grow and retain clients through the successful implementation and management of client contracts, contributing to improved client satisfaction, financial performance and reduced risk.",2500,,,,
1014,Logistics,Strategic Planning and Administration,MANAGER: ADMINISTRATION,"To manage the teams and resources that perform administrative and clerical work, ensuring the accurate and on-time processing of data on operational management systems, record keeping and document control, contributing to operational effectiveness, client satisfaction, reduced risk and compliance to relevant policies and regulatory requirements.",2500,,,,
